brand,processor,ram_gb,storage,gpu,screen_size_inch,resolution,battery_life_hours,weight_kg,operating_system,price_usd
Razer,AMD Ryzen 3,4,1TBSSD,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73
Microsoft,AMD Ryzen 3,16,1TBHDD,Nvidia RTX 2060,17.3,1366x768,9.3,1.78,Linux,773.14
Apple,Intel i5,4,1TBHDD,Nvidia GTX 1650,13.3,2560x1440,5.4,2.16,Windows,1527.84
Microsoft,AMD Ryzen 3,32,2TBSSD,Nvidia GTX 1650,17.3,2560x1440,7.7,1.38,Freedos,1920.67
MSI,AMD Ryzen 7,8,1TBHDD,Nvidia RTX 3080,14.0,1920x1080,11.1,2.0,Linux,1225.12
Samsung,Intel i3,64,1TBSSD,Nvidia GTX 1650,14.0,1366x768,8.8,3.2,Freedos,1667.97
MSI,AMD Ryzen 5,32,256GBSSD,Integrated,16.0,1366x768,11.1,3.5,Freedos,1160.96
Acer,Intel i5,8,1TBSSD,AMD Radeon RX 6800,13.3,1920x1080,7.4,1.51,Windows,1143.1
MSI,Intel i5,32,512GBSSD,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.49,Windows,2754.97
Apple,Intel i5,8,256GBSSD,Nvidia RTX 3060,16.0,3840x2160,6.9,3.41,Windows,2850.25
Asus,Intel i9,8,1TBSSD,Nvidia GTX 1650,16.0,1366x768,11.6,2.54,Linux,1607.34
Apple,AMD Ryzen 7,32,2TBSSD,Integrated,17.3,1920x1080,4.6,3.25,Freedos,2253.39
MSI,AMD Ryzen 5,32,1TBHDD,Nvidia GTX 1650,13.3,1366x768,10.4,2.42,Macos,1533.42
MSI,AMD Ryzen 5,64,1TBSSD,Nvidia RTX 3060,17.3,1920x1080,8.0,2.18,Macos,3420.88
Lenovo,Intel i3,32,1TBSSD,Nvidia GTX 1650,16.0,1366x768,10.7,2.41,Linux,1284.16
Apple,Intel i3,32,1TBSSD,Integrated,16.0,1366x768,8.2,2.58,Macos,1322.63
HP,AMD Ryzen 7,64,256GBSSD,AMD Radeon RX 6600,15.6,2560x1440,6.4,2.63,Linux,3930.86
Samsung,Intel i9,32,256GBSSD,Nvidia RTX 3080,13.3,2560x1440,9.1,2.03,Windows,3315.02
Lenovo,AMD Ryzen 7,16,2TBSSD,Integrated,13.3,3840x2160,4.1,1.32,Windows,1690.5
HP,AMD Ryzen 9,32,2TBSSD,Integrated,15.6,2560x1440,5.1,2.83,Windows,2512.87
Microsoft,Intel i3,8,1TBHDD,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.92,Macos,1221.31
Samsung,Intel i9,32,512GBSSD,Nvidia GTX 1650,16.0,3840x2160,8.3,2.57,Freedos,4815.87
Lenovo,AMD Ryzen 7,32,1TBHDD,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12
MSI,Intel i3,32,1TBHDD,Nvidia RTX 3060,16.0,1920x1080,9.4,3.46,Windows,1450.25
Apple,Intel i5,64,256GBSSD,AMD Radeon RX 6600,16.0,3840x2160,9.7,2.7,Windows,6334.14
MSI,Intel i3,64,256GBSSD,AMD Radeon RX 6600,13.3,1366x768,5.9,2.55,Linux,2110.91
Microsoft,AMD Ryzen 5,32,2TBSSD,Integrated,14.0,1920x1080,9.4,2.99,Linux,1235.27
MSI,AMD Ryzen 3,4,1TBHDD,AMD Radeon RX 6600,15.6,1366x768,4.9,1.28,Windows,673.28
Dell,Intel i7,16,1TBHDD,Nvidia GTX 1650,16.0,3840x2160,6.6,3.4,Windows,2382.6
HP,AMD Ryzen 5,64,1TBSSD,Nvidia RTX 2060,15.6,1920x1080,11.6,3.2,Windows,2518.04
Asus,Intel i9,16,1TBSSD,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.86,Linux,2650.42
MSI,Intel i7,4,512GBSSD,Integrated,16.0,2560x1440,8.4,2.94,Windows,1333.96
Asus,Intel i5,8,256GBSSD,AMD Radeon RX 6600,15.6,1366x768,8.4,1.24,Linux,974.69
Microsoft,Intel i7,64,2TBSSD,Nvidia RTX 3080,17.3,3840x2160,8.8,1.7,Windows,5397.19
Razer,AMD Ryzen 9,4,256GBSSD,Integrated,16.0,1366x768,7.7,2.84,Macos,1164.38
Dell,Intel i9,32,2TBSSD,Nvidia RTX 3080,14.0,2560x1440,8.5,1.32,Macos,3359.13
Microsoft,Intel i9,32,2TBSSD,Integrated,17.3,1366x768,8.8,1.61,Freedos,1630.22
Samsung,Intel i3,16,2TBSSD,Nvidia GTX 1650,16.0,1366x768,8.9,3.46,Macos,793.3
MSI,AMD Ryzen 3,32,512GBSSD,Nvidia GTX 1650,14.0,1366x768,6.2,2.31,Linux,1577.52
Apple,AMD Ryzen 9,16,1TBSSD,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.33,Linux,5278.83
Microsoft,Intel i7,16,2TBSSD,Nvidia RTX 3060,17.3,1920x1080,6.3,3.01,Windows,1674.86
Microsoft,Intel i3,16,256GBSSD,Nvidia RTX 3080,16.0,2560x1440,7.6,2.65,Freedos,1271.09
Asus,Intel i5,32,1TBHDD,Nvidia GTX 1650,13.3,3840x2160,9.7,2.23,Windows,2158.02
Apple,Intel i9,8,512GBSSD,Nvidia RTX 3060,16.0,2560x1440,6.7,2.51,Macos,3290.11
Samsung,AMD Ryzen 5,64,2TBSSD,Integrated,15.6,1920x1080,9.9,3.31,Windows,1635.83
Lenovo,AMD Ryzen 3,16,1TBSSD,AMD Radeon RX 6800,15.6,3840x2160,8.9,2.09,Freedos,1914.72
MSI,Intel i5,32,1TBSSD,AMD Radeon RX 6600,14.0,2560x1440,5.6,1.24,Freedos,2636.91
HP,Intel i5,32,512GBSSD,Nvidia GTX 1650,16.0,1920x1080,9.9,1.88,Linux,1670.15
Razer,AMD Ryzen 5,8,1TBSSD,Nvidia RTX 3060,15.6,1366x768,11.2,2.8,Linux,1413.93
HP,Intel i3,32,1TBHDD,AMD Radeon RX 6800,17.3,3840x2160,9.2,3.19,Linux,2126.52
Dell,AMD Ryzen 5,4,2TBSSD,Nvidia RTX 2060,16.0,1920x1080,8.0,2.5,Macos,1118.09
HP,Intel i9,16,1TBSSD,Nvidia RTX 3060,15.6,1920x1080,11.4,1.59,Freedos,2152.76
Razer,Intel i9,64,256GBSSD,Nvidia GTX 1650,13.3,3840x2160,4.9,3.09,Freedos,9032.16
Lenovo,AMD Ryzen 7,64,512GBSSD,Integrated,16.0,1366x768,5.2,3.33,Freedos,1851.67
Asus,Intel i3,64,256GBSSD,Nvidia RTX 3080,14.0,3840x2160,4.5,2.53,Linux,3159.73
Samsung,Intel i9,4,256GBSSD,AMD Radeon RX 6600,15.6,3840x2160,7.3,1.93,Windows,2775.59
Asus,AMD Ryzen 7,4,2TBSSD,Nvidia RTX 2060,14.0,1920x1080,10.0,1.22,Freedos,1048.32
Samsung,Intel i9,32,1TBSSD,Nvidia RTX 3060,16.0,2560x1440,4.5,2.45,Linux,3609.67
Acer,AMD Ryzen 5,4,1TBSSD,AMD Radeon RX 6600,15.6,1366x768,11.4,2.03,Linux,775.68
Lenovo,Intel i7,32,1TBSSD,Nvidia RTX 3080,15.6,1366x768,8.1,3.13,Linux,1725.51
HP,Intel i3,16,1TBHDD,Nvidia RTX 3060,17.3,2560x1440,5.2,1.74,Freedos,1124.19
Razer,AMD Ryzen 7,64,1TBHDD,AMD Radeon RX 6800,15.6,2560x1440,5.4,3.16,Linux,4818.17
Microsoft,Intel i7,8,512GBSSD,Integrated,16.0,2560x1440,4.3,2.21,Macos,1089.96
Lenovo,AMD Ryzen 3,16,1TBHDD,AMD Radeon RX 6800,17.3,1366x768,4.6,1.74,Windows,845.64
Apple,Intel i5,16,2TBSSD,Nvidia RTX 3060,17.3,3840x2160,6.9,2.24,Windows,3337.78
Acer,Intel i5,16,256GBSSD,Nvidia RTX 3060,13.3,1920x1080,10.9,1.24,Freedos,1239.88
Lenovo,AMD Ryzen 5,32,2TBSSD,Nvidia RTX 3080,17.3,1920x1080,6.5,2.39,Freedos,1714.24
Microsoft,Intel i7,16,512GBSSD,AMD Radeon RX 6600,13.3,3840x2160,8.2,3.22,Freedos,2618.18
Asus,AMD Ryzen 3,64,256GBSSD,Nvidia RTX 2060,16.0,2560x1440,8.6,2.56,Macos,2686.06
Razer,Intel i9,8,256GBSSD,Nvidia GTX 1650,16.0,1920x1080,7.3,1.9,Freedos,2418.11
Razer,Intel i5,8,1TBHDD,Nvidia RTX 3060,13.3,1366x768,10.3,1.31,Linux,880.5
Samsung,Intel i3,4,1TBSSD,Nvidia RTX 2060,17.3,1920x1080,8.0,1.26,Freedos,825.89
Samsung,AMD Ryzen 9,16,2TBSSD,AMD Radeon RX 6600,15.6,1366x768,6.6,1.72,Windows,1709.79
Acer,Intel i5,16,1TBHDD,Integrated,13.3,1920x1080,9.5,3.42,Linux,650.45
Dell,AMD Ryzen 9,8,512GBSSD,AMD Radeon RX 6800,16.0,2560x1440,7.2,1.81,Macos,2258.04
Acer,Intel i7,4,512GBSSD,Nvidia GTX 1650,16.0,2560x1440,6.2,1.96,Freedos,1484.46
Razer,Intel i9,64,1TBHDD,Integrated,14.0,1366x768,4.5,2.97,Freedos,2513.62
Asus,AMD Ryzen 7,64,1TBHDD,AMD Radeon RX 6600,16.0,1366x768,10.6,3.11,Freedos,2375.17
Dell,Intel i9,64,2TBSSD,Nvidia RTX 2060,16.0,2560x1440,9.8,2.53,Linux,5499.27
Dell,AMD Ryzen 9,4,1TBSSD,AMD Radeon RX 6800,14.0,2560x1440,7.2,1.21,Windows,1846.75
HP,AMD Ryzen 5,16,1TBSSD,Nvidia RTX 3060,13.3,3840x2160,7.7,2.99,Windows,1924.55
Lenovo,Intel i7,4,1TBSSD,Integrated,16.0,1366x768,8.0,1.71,Windows,614.13
Asus,AMD Ryzen 5,32,512GBSSD,AMD Radeon RX 6800,17.3,3840x2160,6.7,1.76,Linux,2803.58
Asus,Intel i3,4,256GBSSD,Integrated,15.6,1366x768,7.3,2.55,Windows,422.95
Lenovo,AMD Ryzen 9,64,1TBHDD,AMD Radeon RX 6800,14.0,1366x768,10.2,2.14,Macos,2878.94
Razer,Intel i5,8,2TBSSD,Nvidia GTX 1650,13.3,1366x768,9.1,1.29,Freedos,1253.3
Razer,Intel i7,32,256GBSSD,Nvidia RTX 3080,15.6,3840x2160,6.7,1.88,Linux,4889.73
Samsung,AMD Ryzen 9,64,1TBSSD,Nvidia RTX 2060,15.6,1366x768,5.1,1.42,Freedos,3685.52
Asus,Intel i9,4,512GBSSD,Integrated,16.0,3840x2160,6.1,3.0,Macos,1922.22
Lenovo,AMD Ryzen 3,32,2TBSSD,Nvidia RTX 3080,17.3,1366x768,8.7,2.63,Windows,1323.24
Lenovo,Intel i5,64,512GBSSD,Nvidia GTX 1650,16.0,1366x768,9.8,2.16,Windows,2148.24
Microsoft,Intel i9,16,1TBSSD,Nvidia GTX 1650,15.6,1920x1080,6.4,3.06,Macos,2299.66
Lenovo,AMD Ryzen 7,32,2TBSSD,AMD Radeon RX 6600,17.3,1366x768,8.8,2.19,Freedos,1747.33
Apple,Intel i5,8,1TBHDD,Nvidia RTX 3080,15.6,1920x1080,9.7,3.07,Macos,1499.19
HP,AMD Ryzen 9,8,2TBSSD,Nvidia RTX 3060,14.0,3840x2160,5.7,1.21,Freedos,2602.62
Samsung,AMD Ryzen 9,32,512GBSSD,AMD Radeon RX 6800,17.3,1366x768,8.0,2.55,Freedos,2314.57
Razer,Intel i3,4,512GBSSD,Nvidia RTX 3060,17.3,2560x1440,5.4,1.48,Freedos,1432.43
Lenovo,Intel i9,32,2TBSSD,AMD Radeon RX 6800,14.0,1366x768,10.5,3.2,Linux,2196.34
Acer,AMD Ryzen 3,64,2TBSSD,Nvidia GTX 1650,15.6,1920x1080,7.4,3.28,Freedos,2301.59
HP,AMD Ryzen 5,32,1TBSSD,Nvidia RTX 3080,13.3,1920x1080,5.0,2.14,Linux,1535.91
MSI,Intel i3,4,1TBHDD,Nvidia RTX 3060,13.3,1920x1080,5.2,1.63,Linux,810.69
Razer,AMD Ryzen 3,4,1TBHDD,Nvidia RTX 3060,16.0,2560x1440,10.1,1.38,Macos,1086.03
Razer,Intel i3,16,256GBSSD,Nvidia RTX 3080,17.3,1366x768,7.0,3.18,Freedos,1152.34
Lenovo,Intel i5,64,512GBSSD,Nvidia RTX 3080,16.0,3840x2160,11.4,2.7,Windows,4200.16
HP,Intel i9,64,256GBSSD,Nvidia RTX 2060,14.0,1920x1080,9.2,2.38,Freedos,4058.03
Lenovo,Intel i5,8,1TBSSD,AMD Radeon RX 6600,13.3,1366x768,8.8,1.99,Freedos,805.87
Apple,AMD Ryzen 7,16,1TBSSD,Nvidia RTX 3060,15.6,1920x1080,7.5,1.22,Linux,2553.67
MSI,Intel i5,64,1TBSSD,Nvidia GTX 1650,14.0,2560x1440,9.4,2.88,Windows,3735.42
Lenovo,Intel i9,4,256GBSSD,AMD Radeon RX 6600,15.6,1366x768,10.3,1.58,Linux,1447.37
Microsoft,AMD Ryzen 9,8,1TBSSD,Nvidia RTX 3060,15.6,1920x1080,11.9,2.84,Linux,1816.09
Lenovo,AMD Ryzen 5,16,1TBHDD,Integrated,15.6,3840x2160,5.7,1.35,Windows,1302.89
Lenovo,Intel i5,16,512GBSSD,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.39,Macos,1400.75
Samsung,AMD Ryzen 3,8,2TBSSD,Nvidia RTX 3060,16.0,1920x1080,7.0,1.65,Macos,1040.34
Dell,Intel i3,32,1TBSSD,AMD Radeon RX 6600,16.0,2560x1440,6.6,1.6,Freedos,1885.95
Dell,Intel i9,16,2TBSSD,AMD Radeon RX 6600,15.6,3840x2160,8.2,3.26,Linux,3744.92
Samsung,AMD Ryzen 5,32,1TBHDD,Nvidia RTX 3060,14.0,3840x2160,10.8,1.23,Linux,2135.12
Razer,Intel i9,64,512GBSSD,Nvidia RTX 3060,14.0,3840x2160,8.5,2.95,Windows,9222.39
Dell,Intel i9,16,512GBSSD,Nvidia GTX 1650,15.6,1920x1080,8.7,2.6,Linux,2093.83
Asus,AMD Ryzen 7,4,2TBSSD,Nvidia GTX 1650,17.3,1366x768,6.9,1.84,Macos,1165.8
Acer,Intel i7,64,1TBSSD,Nvidia GTX 1650,14.0,2560x1440,11.4,3.2,Freedos,3815.29
Dell,AMD Ryzen 5,16,1TBSSD,Nvidia RTX 3080,14.0,2560x1440,8.3,1.81,Linux,1383.67
Razer,Intel i3,4,2TBSSD,Nvidia RTX 3060,15.6,3840x2160,5.4,2.74,Linux,1885.42
Microsoft,AMD Ryzen 7,32,2TBSSD,AMD Radeon RX 6800,17.3,1366x768,10.9,1.42,Macos,1705.76
Dell,AMD Ryzen 5,32,1TBSSD,AMD Radeon RX 6800,14.0,1366x768,9.2,1.71,Windows,1258.78
Microsoft,Intel i9,8,1TBHDD,Integrated,14.0,1920x1080,4.5,2.63,Linux,813.28
HP,Intel i3,64,2TBSSD,Nvidia RTX 3080,13.3,1920x1080,7.7,3.26,Linux,1938.13
Apple,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 3080,14.0,2560x1440,11.9,2.86,Linux,1527.4
MSI,AMD Ryzen 9,4,1TBSSD,Nvidia GTX 1650,14.0,1366x768,9.5,3.15,Freedos,1520.6
Razer,AMD Ryzen 7,4,2TBSSD,Nvidia RTX 3060,16.0,1366x768,10.0,1.3,Macos,1562.71
Razer,AMD Ryzen 3,8,512GBSSD,Nvidia RTX 3060,17.3,2560x1440,9.3,1.89,Freedos,1578.8
Apple,AMD Ryzen 5,16,2TBSSD,AMD Radeon RX 6600,17.3,2560x1440,11.8,2.85,Macos,2342.84
Microsoft,Intel i7,4,256GBSSD,Nvidia RTX 3060,15.6,1920x1080,6.7,2.24,Linux,1262.44
Lenovo,AMD Ryzen 3,8,2TBSSD,AMD Radeon RX 6800,16.0,1366x768,4.4,3.44,Macos,717.03
Samsung,Intel i9,8,256GBSSD,Nvidia RTX 3060,17.3,2560x1440,11.6,1.98,Windows,2216.77
Microsoft,AMD Ryzen 7,64,1TBHDD,Nvidia GTX 1650,13.3,2560x1440,5.2,1.5,Freedos,3129.11
Samsung,AMD Ryzen 9,32,512GBSSD,AMD Radeon RX 6600,16.0,1366x768,6.3,1.72,Windows,2453.15
Asus,AMD Ryzen 5,16,256GBSSD,Integrated,16.0,1920x1080,4.2,1.41,Freedos,773.99
Dell,Intel i7,4,512GBSSD,Nvidia GTX 1650,15.6,3840x2160,7.0,1.27,Macos,2187.69
Acer,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 3080,14.0,1920x1080,11.1,3.42,Macos,654.86
Razer,AMD Ryzen 9,16,256GBSSD,Nvidia GTX 1650,16.0,1920x1080,6.6,2.09,Windows,2942.09
Dell,AMD Ryzen 3,8,2TBSSD,AMD Radeon RX 6800,13.3,1920x1080,10.9,1.25,Linux,793.69
Dell,Intel i5,64,1TBHDD,Integrated,13.3,1920x1080,7.3,3.01,Linux,1349.84
Asus,AMD Ryzen 3,64,2TBSSD,AMD Radeon RX 6800,17.3,1366x768,7.3,2.53,Freedos,1926.72
Lenovo,AMD Ryzen 3,32,2TBSSD,Nvidia GTX 1650,16.0,2560x1440,8.9,2.72,Windows,1761.9
Lenovo,AMD Ryzen 3,4,2TBSSD,Nvidia RTX 2060,13.3,1920x1080,10.2,2.11,Macos,790.86
Razer,Intel i5,4,1TBHDD,AMD Radeon RX 6600,15.6,3840x2160,7.6,2.46,Linux,2040.08
Apple,AMD Ryzen 3,4,512GBSSD,Nvidia RTX 2060,16.0,1366x768,11.9,2.11,Freedos,1161.14
HP,AMD Ryzen 5,8,1TBSSD,Nvidia RTX 3080,16.0,2560x1440,5.9,3.37,Linux,1440.4
Acer,AMD Ryzen 5,8,1TBSSD,Nvidia RTX 3080,17.3,1366x768,7.4,2.1,Freedos,870.14
Apple,Intel i7,64,2TBSSD,Nvidia GTX 1650,13.3,1366x768,7.7,3.35,Freedos,3657.92
Acer,Intel i3,8,512GBSSD,Nvidia RTX 2060,15.6,1920x1080,10.1,1.28,Macos,795.04
Acer,AMD Ryzen 3,4,512GBSSD,Nvidia RTX 2060,17.3,2560x1440,7.6,1.97,Freedos,1161.77
Acer,Intel i7,64,512GBSSD,Nvidia RTX 2060,14.0,3840x2160,8.8,2.34,Macos,4815.75
Razer,Intel i7,4,1TBSSD,Nvidia GTX 1650,14.0,1920x1080,11.6,2.23,Windows,1493.69
HP,Intel i5,8,1TBSSD,AMD Radeon RX 6600,16.0,1920x1080,9.9,1.8,Macos,1181.74
Apple,AMD Ryzen 7,64,512GBSSD,AMD Radeon RX 6800,17.3,2560x1440,11.0,3.47,Macos,5940.54
Dell,AMD Ryzen 7,32,1TBSSD,Nvidia RTX 3080,15.6,1366x768,6.7,2.02,Linux,1890.2
Asus,AMD Ryzen 9,16,1TBSSD,Nvidia RTX 3060,15.6,2560x1440,10.4,2.56,Windows,2801.03
Microsoft,AMD Ryzen 5,4,1TBHDD,AMD Radeon RX 6800,14.0,2560x1440,9.5,2.26,Macos,979.98
Razer,AMD Ryzen 7,32,512GBSSD,AMD Radeon RX 6800,17.3,2560x1440,7.5,2.53,Macos,3815.73
Microsoft,AMD Ryzen 9,32,2TBSSD,Nvidia RTX 3060,15.6,3840x2160,10.0,3.19,Windows,4907.72
Lenovo,Intel i3,4,1TBHDD,Integrated,14.0,1920x1080,9.0,2.16,Linux,518.46
HP,Intel i3,4,1TBSSD,Nvidia GTX 1650,14.0,1366x768,8.1,1.25,Macos,638.58
Dell,AMD Ryzen 5,16,512GBSSD,Nvidia RTX 2060,17.3,1920x1080,6.4,2.48,Windows,1340.73
Acer,Intel i5,64,256GBSSD,Nvidia RTX 3060,16.0,3840x2160,12.0,1.91,Windows,4391.87
Asus,AMD Ryzen 7,4,1TBHDD,Nvidia GTX 1650,16.0,1920x1080,6.9,1.5,Windows,1039.05
Apple,Intel i7,4,1TBSSD,AMD Radeon RX 6800,14.0,3840x2160,10.6,3.26,Windows,2771.67
MSI,AMD Ryzen 5,8,512GBSSD,Nvidia RTX 2060,17.3,1366x768,4.4,1.73,Freedos,1286.08
Lenovo,AMD Ryzen 7,64,1TBHDD,Nvidia RTX 3080,17.3,3840x2160,8.6,3.39,Freedos,4636.12
Apple,AMD Ryzen 5,8,2TBSSD,Integrated,17.3,1920x1080,9.3,2.16,Macos,1179.43
Asus,Intel i7,16,1TBHDD,Nvidia RTX 3080,13.3,1366x768,10.0,2.28,Freedos,979.07
HP,Intel i5,4,2TBSSD,Integrated,17.3,3840x2160,4.9,1.46,Macos,1048.56
Razer,AMD Ryzen 7,32,2TBSSD,Integrated,14.0,3840x2160,6.5,3.48,Linux,2977.45
Apple,Intel i5,8,2TBSSD,Nvidia RTX 3060,16.0,1920x1080,4.7,1.61,Windows,1526.38
HP,AMD Ryzen 7,4,1TBSSD,AMD Radeon RX 6800,13.3,2560x1440,9.7,2.63,Linux,1396.32
Acer,Intel i9,4,2TBSSD,Integrated,14.0,3840x2160,5.4,2.74,Linux,1575.64
Samsung,Intel i5,16,256GBSSD,Nvidia RTX 3080,17.3,1366x768,7.2,2.6,Freedos,1256.17
Acer,AMD Ryzen 3,8,1TBHDD,Nvidia GTX 1650,15.6,3840x2160,11.3,2.65,Windows,1372.66
Lenovo,Intel i5,4,256GBSSD,AMD Radeon RX 6600,14.0,2560x1440,11.7,2.46,Macos,1028.58
MSI,Intel i5,64,512GBSSD,AMD Radeon RX 6800,13.3,3840x2160,10.4,2.81,Windows,5129.37
Microsoft,Intel i5,32,2TBSSD,Nvidia RTX 2060,15.6,2560x1440,11.8,1.58,Linux,2304.34
MSI,AMD Ryzen 9,4,2TBSSD,AMD Radeon RX 6800,17.3,1366x768,7.0,2.7,Macos,1779.42
Samsung,Intel i7,64,256GBSSD,Nvidia RTX 2060,14.0,1920x1080,4.2,1.51,Windows,3011.94
Asus,AMD Ryzen 5,16,1TBHDD,Nvidia RTX 3080,14.0,1920x1080,11.0,2.04,Windows,1067.62
Asus,AMD Ryzen 9,16,512GBSSD,Nvidia GTX 1650,17.3,1920x1080,10.4,2.81,Windows,2102.34
Razer,AMD Ryzen 5,32,2TBSSD,Nvidia GTX 1650,17.3,1920x1080,10.2,2.83,Linux,2490.82
Razer,AMD Ryzen 7,16,2TBSSD,Nvidia GTX 1650,15.6,3840x2160,4.2,1.87,Windows,3899.89
Razer,AMD Ryzen 9,64,1TBSSD,AMD Radeon RX 6600,13.3,1366x768,8.1,1.98,Linux,4678.14
Samsung,AMD Ryzen 3,4,1TBHDD,AMD Radeon RX 6800,17.3,1366x768,9.8,2.03,Macos,725.5
Lenovo,Intel i9,32,1TBHDD,Nvidia RTX 3060,13.3,1920x1080,4.1,3.41,Freedos,2078.85
Samsung,Intel i5,64,512GBSSD,AMD Radeon RX 6600,17.3,1920x1080,10.9,1.54,Linux,2479.33
Dell,AMD Ryzen 7,16,1TBHDD,Nvidia GTX 1650,17.3,3840x2160,9.9,3.06,Linux,2302.71
Samsung,AMD Ryzen 9,8,1TBSSD,AMD Radeon RX 6600,17.3,2560x1440,7.6,2.84,Linux,2400.0
Razer,Intel i9,8,256GBSSD,Nvidia RTX 3080,17.3,3840x2160,9.2,1.78,Windows,4321.1
Dell,AMD Ryzen 9,4,512GBSSD,Nvidia RTX 3080,16.0,1366x768,7.9,3.04,Linux,1410.28
Razer,AMD Ryzen 5,4,512GBSSD,Nvidia RTX 2060,14.0,2560x1440,4.6,3.21,Freedos,1520.7
Asus,Intel i9,32,1TBSSD,AMD Radeon RX 6800,16.0,1920x1080,5.4,2.46,Macos,3047.64
Asus,AMD Ryzen 3,32,1TBSSD,Nvidia RTX 3060,13.3,2560x1440,8.4,1.52,Macos,1591.59
Samsung,AMD Ryzen 7,8,1TBHDD,Nvidia RTX 2060,17.3,1366x768,9.6,1.29,Macos,951.94
MSI,AMD Ryzen 3,8,1TBSSD,AMD Radeon RX 6600,17.3,2560x1440,11.4,3.42,Linux,1351.89
Asus,Intel i7,8,1TBHDD,Nvidia RTX 3060,16.0,2560x1440,6.5,3.25,Windows,1555.93
HP,Intel i9,32,256GBSSD,Nvidia RTX 3060,17.3,1366x768,5.6,1.99,Windows,2460.96
Apple,AMD Ryzen 9,64,512GBSSD,Nvidia RTX 3060,14.0,1920x1080,5.5,1.88,Linux,5750.96
Razer,Intel i3,16,1TBSSD,Nvidia GTX 1650,15.6,1366x768,11.4,1.7,Windows,1276.87
Asus,AMD Ryzen 7,8,1TBHDD,Nvidia RTX 3060,14.0,2560x1440,4.5,2.81,Windows,1268.42
HP,AMD Ryzen 7,8,512GBSSD,Nvidia RTX 3060,17.3,3840x2160,9.9,3.32,Freedos,2194.02
Samsung,AMD Ryzen 9,4,2TBSSD,AMD Radeon RX 6800,17.3,1920x1080,12.0,1.89,Linux,1686.65
HP,AMD Ryzen 5,8,2TBSSD,AMD Radeon RX 6600,13.3,2560x1440,8.7,2.74,Macos,1203.15
Samsung,Intel i7,32,1TBHDD,Nvidia RTX 3080,16.0,2560x1440,7.0,1.59,Linux,2395.85
HP,Intel i5,4,1TBHDD,Nvidia RTX 3060,13.3,2560x1440,8.0,2.09,Macos,1066.92
Samsung,Intel i3,16,1TBSSD,AMD Radeon RX 6800,16.0,3840x2160,10.9,3.06,Freedos,1964.8
Microsoft,Intel i3,16,512GBSSD,Nvidia RTX 2060,17.3,3840x2160,9.1,1.32,Windows,1793.84
Apple,AMD Ryzen 7,32,512GBSSD,Nvidia RTX 3080,14.0,1366x768,7.8,2.78,Linux,2597.12
Dell,Intel i5,64,1TBHDD,Nvidia RTX 3080,17.3,1366x768,4.9,1.42,Linux,1715.09
HP,AMD Ryzen 7,16,512GBSSD,Nvidia RTX 2060,15.6,3840x2160,8.2,3.49,Freedos,2635.95
Dell,Intel i5,4,2TBSSD,AMD Radeon RX 6800,14.0,1366x768,9.0,1.94,Macos,759.01
Asus,Intel i9,64,2TBSSD,Nvidia RTX 2060,17.3,1366x768,4.7,1.6,Macos,3711.22
Razer,Intel i7,4,1TBSSD,AMD Radeon RX 6800,14.0,1366x768,8.8,3.5,Windows,1393.5
Apple,AMD Ryzen 3,16,512GBSSD,AMD Radeon RX 6600,16.0,2560x1440,8.3,2.32,Freedos,2202.59
Asus,Intel i9,32,256GBSSD,AMD Radeon RX 6600,14.0,1920x1080,7.9,2.89,Linux,2510.36
Dell,AMD Ryzen 9,4,512GBSSD,Nvidia RTX 3080,17.3,1920x1080,11.6,1.85,Freedos,1691.18
Lenovo,Intel i9,64,2TBSSD,Nvidia RTX 2060,17.3,3840x2160,9.5,1.42,Windows,7115.61
Lenovo,Intel i7,64,2TBSSD,Integrated,15.6,1366x768,5.6,2.26,Macos,1781.2
MSI,Intel i7,4,256GBSSD,Integrated,14.0,1920x1080,9.8,2.8,Linux,896.36
Asus,Intel i5,8,256GBSSD,Nvidia RTX 3060,17.3,3840x2160,9.9,1.7,Windows,1833.47
Microsoft,AMD Ryzen 5,4,1TBHDD,Integrated,16.0,3840x2160,4.7,1.35,Windows,973.81
Razer,Intel i7,16,1TBSSD,Nvidia RTX 3080,13.3,3840x2160,10.8,2.56,Linux,3565.72
HP,AMD Ryzen 7,8,512GBSSD,Nvidia RTX 3060,13.3,1366x768,6.3,3.15,Freedos,1029.54
MSI,Intel i7,64,1TBHDD,Nvidia RTX 2060,17.3,3840x2160,6.6,1.43,Windows,5693.68
Dell,Intel i5,8,1TBHDD,Integrated,16.0,3840x2160,4.5,2.03,Linux,1138.36
Apple,AMD Ryzen 7,8,256GBSSD,AMD Radeon RX 6600,17.3,3840x2160,11.9,2.99,Macos,3280.32
HP,Intel i5,4,1TBHDD,Nvidia RTX 3080,16.0,2560x1440,11.9,2.37,Freedos,945.29
